DateTime,index,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-01-01 00:00:00,29.5,2.5506333333333333,0.1128,241.36133333333333,10.53,0.0,0.5833333333333334,0.0
2007-01-01 01:00:00,89.5,2.5234,0.07163333333333334,241.09650000000002,10.443333333333333,0.0,0.0,0.0
2007-01-01 02:00:00,149.5,2.582333333333333,0.10666666666666667,243.20016666666666,10.54,0.0,0.3333333333333333,0.0
2007-01-01 03:00:00,209.5,2.5416666666666665,0.0901,243.26566666666668,10.4,0.0,0.26666666666666666,0.0
2007-01-01 04:00:00,269.5,2.4757333333333333,0.08816666666666667,242.4561666666667,10.110000000000001,0.0,0.0,0.0
2007-01-01 05:00:00,329.5,2.4762333333333335,0.10166666666666666,242.34866666666667,10.15,0.0,0.5833333333333334,0.0
2007-01-01 06:00:00,389.5,2.4558000000000004,0.08613333333333334,241.22183333333334,10.103333333333333,0.0,0.0,0.0
2007-01-01 07:00:00,449.5,2.4472,0.10686666666666667,240.31416666666667,10.120000000000001,0.0,0.55,0.0
2007-01-01 08:00:00,509.5,2.441733333333333,0.0781,241.14316666666667,10.046666666666665,0.0,0.05,0.0
2007-01-01 09:00:00,569.5,3.1461333333333332,0.06760000000000001,239.77883333333332,13.053333333333333,0.0,0.0,12.033333333333333
2007-01-01 10:00:00,629.5,2.6617333333333333,0.11026666666666667,238.42516666666668,11.103333333333333,0.0,0.5833333333333334,2.4833333333333334
2007-01-01 11:00:00,689.5,2.576,0.07116666666666666,237.3245,10.793333333333333,0.0,0.0,0.0
2007-01-01 12:00:00,749.5,2.615866666666667,0.12083333333333333,237.75799999999998,10.936666666666667,0.0,0.5666666666666667,0.0
2007-01-01 13:00:00,809.5,2.1624,0.06723333333333333,238.6695,9.036666666666667,0.0,0.0,0.0
2007-01-01 14:00:00,869.5,1.2944,0.24123333333333333,240.65666666666667,5.61,0.0,0.23333333333333334,9.05
2007-01-01 15:00:00,929.5,1.9091666666666667,0.11086666666666667,238.91516666666666,7.930000000000001,0.0,0.35,17.483333333333334
2007-01-01 16:00:00,989.5,1.3901000000000001,0.11063333333333333,239.3875,5.746666666666667,0.0,0.0,17.55
2007-01-01 17:00:00,1049.5,1.6320666666666668,0.1295,237.47633333333334,6.833333333333333,0.0,0.5833333333333334,17.283333333333335
2007-01-01 18:00:00,1109.5,1.4619,0.0692,238.33633333333333,6.04,0.0,0.0,17.4
2007-01-01 19:00:00,1169.5,0.7323000000000001,0.12716666666666668,237.75799999999998,3.0866666666666664,0.0,0.4666666666666667,4.716666666666667
2007-01-01 20:00:00,1229.5,0.4123,0.07113333333333333,237.82683333333335,1.7166666666666666,0.0,0.11666666666666667,0.0
2007-01-01 21:00:00,1289.5,0.43393333333333334,0.1006,239.42316666666665,1.8299999999999998,0.0,0.0,0.0
2007-01-01 22:00:00,1349.5,0.4437333333333333,0.1149,241.1243333333333,1.9066666666666667,0.0,0.6,0.0
2007-01-01 23:00:00,1409.5,0.4499666666666667,0.11496666666666668,243.8275,1.9400000000000002,0.0,0.0,0.0
2007-01-02 00:00:00,44669.5,0.27853333333333335,0.06693333333333333,242.5955,1.2,0.0,0.0,0.0
2007-01-02 01:00:00,44729.5,0.31916666666666665,0.12329999999999999,241.8255,1.3866666666666667,0.0,0.6166666666666667,0.0
